device_id,health_indicator,firmware_status,maintenance_group,support_team,diagnostic_flag,health_score,battery_voltage,error_count,restart_count,maintenance_cost
DEV123038,warning,updated,C,Team1,CHECK,42.0106893,4.97750081,19,8,246.5343136
DEV123039,good,pending,A,Team2,FAIL,97.77897267,3.095785023,17,2,843.9312022
DEV123040,warning,pending,C,Team2,OK,53.01941558,4.239395526,16,1,995.4799944
DEV123041,good,updated,C,Team3,FAIL,4.658837484,4.54311195,13,9,266.780583
DEV123042,critical,updated,A,Team3,CHECK,21.0505431,3.993549976,17,8,824.5822018
DEV123043,good,pending,A,Team1,CHECK,74.99126934,4.541650506,4,2,837.7618629
DEV123044,good,pending,C,Team3,FAIL,90.84923769,4.455255333,14,3,156.4163299
DEV123045,warning,pending,B,Team1,OK,81.45592196,3.024831184,15,7,233.7075276
DEV123046,critical,pending,A,Team1,OK,61.22415574,3.393738086,16,5,971.2417561
DEV123047,good,pending,C,Team1,CHECK,63.63770122,4.758263513,4,8,589.2798629
DEV123048,critical,pending,C,Team2,FAIL,66.4931494,4.690822385,12,5,970.9537667
DEV123049,critical,outdated,C,Team2,OK,55.01666856,4.093055303,1,1,535.1082676
DEV123050,warning,pending,C,Team1,FAIL,85.69510542,3.582131149,1,2,761.6945999
DEV123051,warning,pending,A,Team2,OK,41.71091505,3.973082231,7,5,113.9623003
DEV123052,good,updated,C,Team1,OK,31.99708819,3.891281158,17,4,898.6118057
DEV123053,critical,outdated,B,Team3,FAIL,15.72082612,4.383996343,2,9,653.8436052
DEV123054,good,outdated,A,Team3,CHECK,87.75306143,4.749288311,8,7,881.7960576
DEV123055,good,pending,B,Team1,CHECK,80.41328503,3.835728254,2,9,633.715639
DEV123056,critical,updated,C,,FAIL,80.68471307,4.346135214,17,4,530.9126963
DEV123057,good,pending,B,Team2,CHECK,85.03345326,3.382651282,4,5,995.0021666
DEV123058,warning,outdated,B,Team2,OK,29.02666739,3.699300259,18,3,205.3711544
DEV123059,warning,updated,B,Team2,OK,17.9843581,3.044398822,13,3,423.3075449
DEV123060,good,outdated,C,Team2,CHECK,28.28057601,3.075769524,0,2,698.8962991
DEV123061,good,outdated,C,Team2,FAIL,97.10359963,4.9013354,3,1,833.1150132
DEV123062,warning,outdated,B,Team2,CHECK,85.00856886,3.477336336,7,1,665.610163
DEV123063,warning,outdated,C,Team3,CHECK,45.05239141,4.362204878,6,2,640.953429
DEV123064,critical,outdated,C,Team1,OK,40.21506647,4.297363468,16,7,981.848735
DEV123065,warning,outdated,A,Team3,CHECK,79.65225632,4.069524701,8,1,156.0701959
DEV123066,critical,pending,C,Team2,CHECK,84.51636094,3.482951914,17,3,488.2598048
DEV123067,good,pending,B,Team1,CHECK,36.12862975,3.030081146,5,0,874.5803709
DEV123068,good,pending,B,Team3,CHECK,11.19305394,4.162330277,6,3,769.718247
DEV123069,warning,outdated,A,Team2,FAIL,22.70359031,4.09893856,6,4,413.4020447
DEV123070,warning,updated,B,Team2,OK,93.62094349,4.807340578,4,8,586.6896134
DEV123071,good,pending,B,Team2,FAIL,98.2504089,4.236451375,6,6,718.7345821
DEV123072,critical,outdated,C,Team2,OK,5.184069994,3.936955845,6,3,637.0365577
DEV123073,critical,updated,B,Team3,FAIL,94.18522762,3.104839967,13,3,749.3854088
DEV123074,,pending,B,Team3,OK,26.29274929,3.863256342,8,1,582.2124721
DEV123075,critical,outdated,C,Team3,OK,5.113348707,3.052174221,16,8,790.4428461
DEV123076,good,outdated,C,Team3,CHECK,43.01177655,3.912470754,8,4,685.0752551
DEV123077,warning,outdated,A,Team1,CHECK,15.67801587,3.0261804,14,6,852.445847
DEV123078,good,outdated,B,Team1,CHECK,59.12793308,4.774083295,10,3,137.8834352
DEV123079,critical,pending,C,Team3,OK,99.55133678,4.514661,5,6,349.3843673
DEV123080,warning,outdated,A,Team2,CHECK,97.60546244,3.091096344,12,0,804.7627445
DEV123081,good,updated,A,Team1,OK,34.04308254,3.033947766,15,6,969.9101366
DEV123082,warning,outdated,B,Team1,OK,71.77789586,4.228797446,11,2,375.3557228
DEV123083,critical,updated,B,Team3,OK,69.20631193,4.76409007,3,2,963.9642387
DEV123084,critical,outdated,B,Team2,OK,21.90656015,4.527644523,12,7,622.2139659
DEV123085,warning,updated,A,Team1,FAIL,79.90332713,4.589062549,19,2,776.9933435
DEV123086,warning,pending,A,Team2,CHECK,59.40867089,3.232761064,15,8,246.9106498
DEV123087,warning,updated,C,Team3,FAIL,98.30626088,3.898990734,0,5,165.5157945
DEV123088,warning,pending,C,Team3,OK,81.7377372,3.423805426,12,4,686.7744454
DEV123089,good,pending,A,Team2,CHECK,4.786502572,3.016004179,18,6,931.0836366
DEV123090,critical,updated,B,Team3,FAIL,90.71938903,3.868513133,2,8,575.1639979
DEV123091,good,outdated,A,Team1,OK,97.50132963,3.528831365,12,2,665.951514
DEV123092,good,pending,C,Team2,CHECK,60.28740646,4.455674961,13,8,443.9059717
DEV123093,critical,updated,C,Team3,CHECK,78.55761041,3.085220249,2,5,819.8381174
DEV123094,warning,updated,A,Team2,CHECK,50.74275406,3.041397639,12,6,288.2805594
DEV123095,critical,outdated,B,Team2,CHECK,97.05852971,4.894064622,18,0,263.9203524
DEV123096,warning,updated,B,Team2,CHECK,66.45643338,4.171197726,4,7,745.3709784
DEV123097,good,updated,A,Team3,CHECK,98.90266943,4.213246481,3,7,270.1303231
DEV123098,warning,outdated,C,Team1,CHECK,38.11142569,4.243466944,14,5,577.9618311
DEV123099,good,updated,C,Team1,OK,35.26961449,4.820897304,0,2,409.2300703
DEV123100,good,updated,B,Team2,OK,15.08062408,4.043323511,2,3,583.0511766
DEV123101,critical,outdated,A,Team2,CHECK,70.36238891,4.551763172,17,6,100.640599
DEV123102,good,updated,C,Team1,CHECK,87.94953147,4.801090157,13,8,231.6232932
DEV123103,critical,pending,B,Team1,OK,48.46595623,3.715459385,6,0,529.0369064
DEV123104,good,outdated,B,Team2,CHECK,94.10488686,4.559617245,9,6,688.7636363
DEV123105,warning,pending,C,Team2,CHECK,51.57899245,4.453543087,2,0,108.4076393
DEV123106,good,pending,C,Team1,FAIL,32.10157741,4.961413811,19,4,885.2073317
DEV123107,good,pending,A,Team1,FAIL,60.45140557,4.92838116,15,2,543.1614911
DEV123108,good,pending,A,Team2,FAIL,3.848060295,3.18751068,15,2,755.6683456
DEV123109,critical,updated,C,Team2,OK,89.7260974,4.789245681,13,7,668.7354492
DEV123110,warning,updated,B,Team1,CHECK,30.46417678,3.54888081,15,0,907.4136859
DEV123111,good,pending,B,Team2,FAIL,34.55904467,3.247628937,1,0,213.3941856
DEV123112,critical,updated,A,Team2,OK,37.78957666,4.393377172,19,2,915.8943803
DEV123113,??,outdated,C,Team2,FAIL,2.027117493,4.593696562,15,4,995.4189802
DEV123114,warning,pending,A,Team2,FAIL,65.30224621,4.729826244,1,2,158.2311413
DEV123115,warning,pending,B,***,CHECK,28.2768579,4.442091225,19,5,761.2738203
DEV123116,good,outdated,A,Team2,FAIL,81.59778702,4.5100261,11,5,299.2047127
DEV123117,warning,outdated,B,Team3,FAIL,4.706927666,3.547820892,7,1,485.3051056
DEV123118,warning,pending,A,Team2,OK,81.73769446,3.19768861,10,0,894.4024722
DEV123119,critical,outdated,B,Team1,FAIL,1.509635121,4.234965064,0,7,947.5577123
DEV123120,critical,updated,B,Team1,CHECK,98.71318198,3.050298703,12,3,409.9936335
DEV123121,good,updated,A,Team3,OK,80.43312494,3.762898835,1,1,391.2907749
DEV123122,warning,outdated,B,Team3,CHECK,99.27508502,4.618145746,4,7,112.1894366
DEV123123,good,updated,A,Team3,FAIL,67.81553136,3.241853603,13,8,134.6445672
DEV123124,critical,outdated,B,Team1,OK,39.98446575,4.25684704,3,6,371.821906
DEV123125,warning,updated,B,Team1,FAIL,61.55633253,3.511980745,7,6,904.2407474
DEV123126,good,pending,A,Team2,OK,63.05355102,3.681612951,14,8,595.3018732
DEV123127,good,outdated,C,Team2,OK,61.54384786,4.349762846,19,7,710.6792396
DEV123128,warning,pending,B,Team1,OK,16.34909034,3.672013029,19,1,754.2933804
DEV123129,warning,pending,C,Team3,FAIL,65.80407597,4.82376598,14,5,995.3852558
DEV123130,critical,updated,B,Team1,OK,55.56439029,4.488661398,1,8,343.3827102
DEV123131,warning,updated,B,Team2,CHECK,66.17700402,4.75862641,19,2,416.095507
DEV123132,warning,updated,C,Team3,FAIL,7.471258193,4.926608114,11,3,838.2225849
DEV123133,critical,updated,B,Team3,CHECK,87.88087744,4.861582182,1,2,861.1611019
DEV123134,critical,updated,A,Team3,FAIL,84.00417102,4.071582471,18,7,940.6521507
DEV123135,critical,updated,A,Team1,CHECK,62.7240109,3.652676438,17,6,804.2793403
DEV123136,good,updated,B,Team3,FAIL,77.41382165,3.16922342,16,2,827.2720234
DEV123137,warning,updated,B,Team3,FAIL,39.90684256,4.355577541,13,2,816.0040291
DEV123138,,updated,B,Team1,FAIL,23.09597055,4.200200727,11,9,639.2496754
DEV123139,critical,pending,B,Team1,CHECK,86.7608371,4.785180638,16,8,566.495143
DEV123140,critical,outdated,C,Team3,OK,83.10074903,3.357191448,10,2,900.9046154
DEV123141,good,outdated,A,Team1,CHECK,97.93725299,3.270566173,4,3,726.1857997
DEV123142,critical,outdated,C,Team1,OK,74.43000059,4.674896979,18,9,884.4665178
DEV123143,good,outdated,B,Team3,CHECK,71.13617124,4.996996556,12,1,958.7966446
DEV123144,warning,pending,A,Team3,CHECK,84.29446783,4.490284636,15,3,315.6604404
DEV123145,critical,updated,A,Team2,FAIL,47.13191791,3.876051925,9,1,160.3258321
DEV123146,warning,pending,B,Team2,OK,24.36156756,4.3301927,19,7,980.0057718
DEV123147,critical,pending,A,Team2,CHECK,94.2908311,4.355803106,17,1,741.3101993
DEV123148,good,outdated,C,Team1,FAIL,77.29632701,4.876676426,13,7,386.8096875
DEV123149,warning,updated,A,Team3,CHECK,82.23390472,4.785214353,7,5,854.23845
DEV123150,warning,outdated,A,Team1,CHECK,65.47997594,3.299475473,17,8,752.9389473
DEV123151,critical,pending,A,Team3,CHECK,53.79483376,4.839109036,17,7,307.5802769
DEV123152,good,outdated,C,,FAIL,69.16176698,3.285410221,0,2,500.1483229
DEV123153,warning,updated,A,Team2,CHECK,46.68862445,3.428373057,8,3,670.0987148
DEV123154,,pending,C,Team3,FAIL,7.99674734,3.479862344,1,0,217.9588066
DEV123155,good,outdated,A,Team3,OK,68.660848,3.652312308,6,2,589.4659525
DEV123156,good,pending,A,Team3,FAIL,66.12228476,4.45444423,9,7,758.6220479
DEV123157,good,outdated,B,Team2,FAIL,85.57762166,4.985023818,18,4,367.8001998
DEV123158,good,outdated,B,Team2,CHECK,86.51242241,3.459288671,6,5,210.1702928
DEV123159,warning,pending,C,Team1,OK,61.30671927,4.636037495,2,8,476.0300906
DEV123160,warning,outdated,B,Team1,CHECK,43.39012141,3.243511561,3,7,250.3012754
DEV123161,warning,outdated,B,Team3,OK,84.69230918,3.045340472,6,3,405.3671601
DEV123162,good,updated,A,Team1,CHECK,66.95051388,3.879104555,19,1,544.7450463
DEV123163,warning,outdated,C,Team1,OK,20.61836262,3.982434891,2,1,406.2285558
DEV123164,critical,pending,C,Team2,OK,55.75881782,3.976533679,3,6,167.0668084
DEV123165,critical,updated,A,Team2,FAIL,73.62692559,3.165112836,0,3,166.7284188
DEV123166,critical,updated,C,Team3,FAIL,75.1106586,3.317539993,18,5,193.3512008
DEV123167,warning,updated,C,Team2,OK,30.85026684,3.522010993,12,7,580.8230247
DEV123168,critical,pending,B,Team3,FAIL,81.38622257,4.945760961,13,8,997.8080614
DEV123169,critical,updated,C,Team2,FAIL,72.33112336,4.858910144,8,9,679.9493151
DEV123170,warning,outdated,B,Team2,CHECK,96.89083799,4.424579226,17,0,604.1612027
DEV123171,critical,updated,B,Team3,CHECK,43.65394229,3.720540526,16,4,214.6460435
DEV123172,good,outdated,C,Team1,FAIL,70.69014386,4.352411161,10,7,585.0251077
DEV123173,good,pending,C,Team2,OK,32.65900093,4.076026647,5,9,431.7726123
DEV123174,critical,outdated,B,Team2,OK,0.778885776,3.979430549,17,9,230.1840975
DEV123175,warning,outdated,A,Team3,OK,50.01430186,3.591502762,11,1,888.6214354
DEV123176,warning,updated,C,Team2,FAIL,3.670662639,4.415296016,11,1,638.7463954
DEV123177,critical,pending,B,Team2,OK,38.7319649,3.267133313,10,9,440.6236504
DEV123178,good,outdated,B,Team2,CHECK,51.80066547,3.082390576,10,2,379.608686
DEV123179,warning,updated,B,Team1,CHECK,28.11850025,3.639668937,14,1,635.0257919
DEV123180,critical,pending,C,Team1,CHECK,81.94288687,4.305553297,0,5,556.2319762
DEV123181,warning,pending,B,Team2,OK,72.64887085,4.488407108,6,0,325.2908015
DEV123182,critical,pending,A,Team1,CHECK,32.13022613,3.866540278,18,9,429.3650073
DEV123183,warning,updated,A,Team1,FAIL,99.21485867,4.294943218,13,2,235.3753435
DEV123184,critical,updated,A,Team3,FAIL,28.90801201,3.360829464,4,0,238.1505652
DEV123185,good,outdated,C,Team3,OK,45.93835106,3.394412322,19,9,598.1584772
DEV123186,good,pending,B,Team2,OK,59.45200386,4.486912428,3,1,754.259329
DEV123187,warning,outdated,A,Team3,CHECK,23.78291959,4.892020921,6,0,987.5674503
DEV123188,good,updated,C,Team2,OK,14.30396973,3.673123402,11,1,613.5340988
DEV123189,warning,outdated,A,Team2,OK,35.35544974,4.980281531,0,7,698.9426087
DEV123190,warning,pending,C,Team3,OK,34.1089584,4.633939306,9,5,375.3212707
DEV123191,warning,outdated,C,Team1,FAIL,76.56236364,3.560430711,13,2,943.6889286
DEV123192,critical,outdated,B,Team1,CHECK,22.91902832,4.860255237,8,6,428.1370269
DEV123193,warning,updated,C,Team3,CHECK,44.53309607,3.471136301,3,3,689.8662236
DEV123194,warning,outdated,B,Team1,CHECK,60.20293497,3.51701348,18,7,875.3927979
DEV123195,warning,pending,B,Team2,CHECK,96.02943273,3.859139823,2,6,613.951983
DEV123196,critical,outdated,C,Team1,FAIL,81.4491212,4.188037206,13,6,947.4724168
DEV123197,warning,updated,C,Team3,CHECK,54.71995023,3.647778488,14,7,641.111644
DEV123198,good,outdated,C,Team2,CHECK,44.52755902,4.398314408,18,5,193.9580582
DEV123199,good,outdated,A,Team1,OK,29.588877,4.82797402,6,6,375.3432675
DEV123200,warning,updated,C,Team2,CHECK,60.09520353,3.131979669,19,2,618.9493149
DEV123201,critical,pending,A,Team2,CHECK,8.334565144,3.7082306,19,0,377.7286155
DEV123202,warning,outdated,A,Team3,CHECK,38.40892053,4.790820848,13,6,635.9820867
DEV123203,critical,pending,B,Team3,FAIL,3.192782392,3.786084861,5,6,943.7434373
DEV123204,good,updated,A,Team1,FAIL,94.43744274,4.303961478,13,7,548.5085156
DEV123205,warning,updated,C,Team2,CHECK,29.15278611,3.144166919,17,6,790.0080229
DEV123206,good,updated,C,Team3,FAIL,54.78131925,4.015251272,5,0,615.1707086
DEV123207,good,pending,B,Team3,OK,37.0648672,3.484121411,5,7,856.4012454
DEV123208,critical,pending,A,***,OK,11.31244074,4.845841427,5,8,339.3500044
DEV123209,warning,pending,C,Team2,FAIL,18.47161295,3.274948712,17,5,466.2386967
DEV123210,good,outdated,B,Team1,OK,67.42552277,4.979009159,6,9,754.0305727
DEV123211,critical,updated,C,Team3,OK,51.25126708,3.063108389,17,1,859.7558298
DEV123212,good,outdated,B,Team3,OK,3.515553755,3.29859826,0,5,289.5994812
DEV123213,warning,updated,C,Team3,CHECK,53.12103649,3.97860543,0,9,111.7531683
DEV123214,warning,updated,C,Team3,CHECK,31.24748401,4.739601254,9,5,583.6745498
DEV123215,critical,pending,C,***,FAIL,8.724834088,3.644599746,8,3,154.810397
DEV123216,critical,pending,A,Team3,FAIL,11.65604863,4.756726379,11,3,469.0996253
DEV123217,good,pending,A,Team3,FAIL,79.01630111,4.724264956,4,0,315.1509715
DEV123218,warning,pending,C,Team2,FAIL,57.75368619,3.85816186,4,7,847.5398722
DEV123219,warning,pending,B,Team1,CHECK,84.27543248,3.823950133,19,5,938.0194976
DEV123220,warning,updated,B,Team1,OK,59.1725684,3.253052061,8,1,665.0328523
DEV123221,warning,updated,B,Team1,FAIL,33.85497924,3.05469826,0,8,639.2096468
DEV123222,good,updated,A,Team1,FAIL,61.53674501,4.499123816,17,1,248.3790371
DEV123223,warning,outdated,A,Team3,OK,63.22236855,4.051923894,18,5,400.2424596
DEV123224,critical,outdated,C,Team2,OK,9.243546364,4.196601923,1,2,510.3364043
DEV123225,warning,updated,A,Team2,FAIL,90.5096883,4.134430888,13,7,750.8718911
DEV123226,critical,pending,B,Team2,FAIL,50.74801466,4.819501612,11,0,461.471116
DEV123227,critical,pending,C,Team2,FAIL,90.42113043,3.619241101,14,6,388.0530731
DEV123228,critical,updated,A,Team3,OK,25.25586959,3.234944701,13,5,378.3569034
DEV123229,good,updated,C,Team2,OK,75.8787149,4.048499037,18,7,891.7657049
DEV123230,critical,updated,C,Team1,OK,54.51479339,4.496874613,14,9,685.1548147
DEV123231,good,updated,A,Team3,OK,97.3429279,4.38921747,8,3,811.6878703
DEV123232,critical,outdated,C,Team3,CHECK,98.85603865,4.82331225,17,6,868.2527643
DEV123233,critical,pending,B,Team2,CHECK,73.36461593,4.681315932,7,7,126.8932606
DEV123234,critical,updated,A,Team1,FAIL,2.585060931,4.006772734,17,6,975.5140188
DEV123235,critical,outdated,C,Team2,FAIL,90.96505339,4.736102,9,4,478.9282271
DEV123236,critical,outdated,B,Team2,OK,65.20024645,4.749153579,3,5,989.0339208
DEV123237,good,pending,C,Team3,FAIL,13.0350556,3.61875329,8,9,734.5479808
DEV123238,good,updated,B,Team2,OK,53.65099919,3.833703294,7,3,340.8630571
DEV123239,good,updated,C,Team3,FAIL,17.01069818,3.971123308,1,7,221.795971
DEV123240,warning,updated,A,Team3,CHECK,88.3785195,4.621392077,19,5,537.1594288
DEV123241,good,outdated,C,Team1,OK,4.523239441,4.503880908,4,3,308.334341
DEV123242,critical,updated,B,Team3,OK,37.29401845,3.615590339,3,9,286.59136
DEV123243,warning,updated,C,Team3,CHECK,89.89613693,4.096066814,4,8,987.5911352
DEV123244,good,updated,A,Team2,FAIL,19.83593552,4.353683863,17,5,224.4385427
DEV123245,good,outdated,A,Team1,FAIL,99.78978543,3.305975592,8,3,359.3290496
DEV123246,good,pending,C,Team1,FAIL,28.47698818,3.990127227,15,8,768.9388588
DEV123247,warning,pending,B,Team3,CHECK,45.2903523,4.869512402,2,2,414.3743544
DEV123248,critical,updated,C,Team1,FAIL,44.33500238,3.973541207,19,1,454.2217352
DEV123249,warning,outdated,A,Team2,FAIL,36.78785378,4.065381072,2,3,774.1972403
DEV123250,warning,updated,B,Team2,FAIL,58.53820462,4.119250286,2,0,919.6890866
DEV123251,warning,outdated,C,Team3,OK,35.34607516,4.339958207,17,5,804.2677363
DEV123252,warning,pending,A,Team1,OK,93.76973389,3.678354203,4,5,166.4742237
DEV123253,critical,updated,C,Team2,FAIL,40.52662052,4.986889963,2,4,809.939276
DEV123254,critical,outdated,C,Team2,OK,86.43715073,4.205624739,13,1,647.8020607
DEV123255,critical,updated,A,Team2,FAIL,53.89275417,4.13407301,13,6,242.2464126
DEV123256,critical,pending,C,Team1,FAIL,95.32146863,4.744670614,2,9,622.726761
DEV123257,warning,outdated,B,***,CHECK,42.6022951,4.06379685,4,2,535.9045702
DEV123258,good,updated,A,Team2,OK,9.534957085,4.290848777,2,8,188.19126
DEV123259,warning,pending,C,Team2,FAIL,73.65102292,3.393113303,17,5,755.8365437
DEV123260,critical,pending,B,Team3,CHECK,98.8039719,3.58431444,13,4,168.5376292
DEV123261,critical,outdated,A,***,OK,75.52245296,3.165484339,12,4,483.8138766
DEV123262,good,outdated,A,Team2,OK,96.15091234,4.674944013,13,4,262.0352131
DEV123263,warning,outdated,A,Team1,CHECK,4.792312148,3.622027866,9,3,857.6873435
DEV123264,warning,updated,A,Team3,CHECK,17.63639587,4.187805504,13,0,577.7344004
DEV123265,critical,updated,A,Team1,CHECK,84.4591595,3.79523296,14,8,357.2483239
DEV123266,critical,outdated,C,Team2,CHECK,96.03625521,4.34747927,2,3,914.5330093
DEV123267,good,outdated,B,Team3,OK,30.58331162,3.181094741,12,2,467.9228906
DEV123268,critical,updated,C,Team2,OK,43.42302363,4.313833476,2,1,486.299059
DEV123269,warning,outdated,A,Team1,FAIL,52.70634591,3.357208346,13,9,123.9956756
DEV123270,critical,outdated,C,Team3,CHECK,56.37384207,4.812361184,8,0,834.7033851
DEV123271,good,pending,A,Team3,OK,92.9462295,4.491643029,1,9,960.0206128
DEV123272,good,updated,A,Team1,OK,19.60847645,3.268528981,0,3,746.7644716
DEV123273,good,outdated,C,Team2,FAIL,23.70671243,3.488360486,18,8,909.7710406
DEV123274,warning,outdated,B,Team3,FAIL,34.12674041,4.291685025,19,4,117.1702023
DEV123275,critical,pending,B,Team2,OK,53.45275744,3.712538315,15,0,353.8258592
DEV123276,good,outdated,A,Team1,OK,90.34955139,4.459246199,12,4,770.6408883
DEV123277,good,outdated,A,Team2,OK,45.31694836,4.188660811,17,1,701.216103
DEV123278,good,updated,B,Team2,OK,68.19378178,4.149122146,15,9,266.7861285
DEV123279,warning,updated,B,Team2,CHECK,16.25821896,3.503985753,0,0,218.7705387
DEV123280,warning,pending,C,Team2,FAIL,6.101991641,3.396889886,7,8,764.1858773
DEV123281,good,updated,A,Team2,CHECK,6.409134776,4.067933154,2,1,767.6649541
DEV123282,warning,updated,B,Team2,FAIL,87.929547,4.027090616,19,5,881.8371295
DEV123283,good,outdated,A,Team1,CHECK,70.93193899,4.012670175,11,9,333.8982155
DEV123284,good,outdated,B,Team2,CHECK,76.92625725,3.317835921,14,1,662.6879852
DEV123285,critical,outdated,C,Team3,OK,61.36796175,4.719789568,10,0,435.1826561
DEV123286,good,updated,C,Team3,FAIL,56.11732372,4.541905152,17,3,357.2023024
DEV123287,critical,updated,A,Team1,FAIL,47.70895914,3.247038957,10,8,452.0244312
DEV123288,warning,updated,C,Team2,OK,49.07070045,4.537291213,11,8,851.2773534
DEV123289,warning,outdated,C,Team3,FAIL,71.21928567,4.419616572,15,1,662.459487
DEV123290,critical,updated,A,Team2,FAIL,71.04649565,4.107449224,7,6,658.8345179
DEV123291,good,updated,C,Team2,FAIL,29.89324287,4.635814231,15,8,903.7923893
DEV123292,warning,pending,B,Team3,CHECK,18.42903018,4.917236839,1,7,193.2519865
DEV123293,warning,outdated,B,Team1,FAIL,9.125657652,4.671514363,3,3,601.3421259
DEV123294,critical,updated,B,Team3,OK,48.41465887,3.966307989,14,0,208.9011151
DEV123295,critical,outdated,B,Team2,FAIL,94.17558202,4.639515843,17,7,747.8377152
DEV123296,warning,pending,B,Team2,FAIL,58.98847062,3.170184313,5,4,566.329097
DEV123297,critical,outdated,C,Team2,CHECK,7.999736362,3.20455644,0,9,670.821945
DEV123298,critical,updated,A,Team3,CHECK,58.16265859,4.029163531,3,4,900.0622817
DEV123299,good,updated,B,Team2,OK,39.59769522,4.505666075,11,9,762.6492386
DEV123300,critical,outdated,B,Team3,OK,60.08733193,4.491374664,14,9,386.3693454
DEV123301,critical,outdated,C,Team3,CHECK,63.72934308,3.07711518,19,3,938.4281914
DEV123302,good,updated,A,Team2,OK,36.56838483,3.151149213,8,6,553.9675943
DEV123303,critical,outdated,C,Team2,CHECK,38.078604,4.603633181,16,4,597.7964921
DEV123304,critical,pending,C,Team3,CHECK,61.7179699,4.434564607,16,0,867.3320437
DEV123305,warning,pending,A,Team3,FAIL,74.23616075,3.138343092,5,7,638.1147531
DEV123306,critical,pending,B,Team2,CHECK,51.31849633,3.924371705,6,4,188.8452413
DEV123307,good,outdated,A,Team3,OK,24.7848838,4.96432628,3,0,674.835838
DEV123308,good,pending,A,Team2,OK,67.53555754,3.007120626,16,3,102.8136855
DEV123309,good,pending,C,Team3,CHECK,98.35549388,3.28059491,13,5,397.9191907
DEV123310,warning,updated,C,Team2,OK,56.06446777,3.406999618,19,9,449.5398027
DEV123311,warning,pending,A,Team1,CHECK,92.02435292,4.617138549,4,7,809.5510142
DEV123312,good,pending,B,Team1,CHECK,18.1973266,3.100372944,19,9,527.1821598
DEV123313,good,outdated,B,Team3,OK,21.51986169,4.74288267,9,1,101.4760352
DEV123314,critical,pending,A,Team2,OK,64.88109582,4.05012225,13,0,156.4384495
DEV123315,good,updated,B,Team2,FAIL,47.32760909,3.765895512,10,2,225.091267
DEV123316,critical,outdated,B,Team2,OK,70.46535765,4.954367373,10,4,939.3788145
DEV123317,critical,pending,A,Team1,OK,9.500841658,4.180434546,3,5,287.3127961
DEV123318,warning,pending,B,Team2,FAIL,94.77371189,3.192375123,18,4,187.051703
DEV123319,warning,pending,A,Team1,OK,11.39255425,4.672856168,4,3,325.7224591
DEV123320,warning,pending,C,Team1,FAIL,89.49600984,4.334379347,6,9,433.8870598
DEV123321,warning,outdated,B,Team3,FAIL,80.89815665,3.586627557,7,0,430.9639063
DEV123322,critical,updated,C,Team1,FAIL,41.57477177,3.187098683,17,5,253.1975329
DEV123323,good,outdated,B,Team2,CHECK,88.83946455,3.953846067,10,6,383.9708767
DEV123324,critical,outdated,B,,OK,52.06824992,4.862906954,17,8,327.2799649
DEV123325,good,outdated,B,Team3,CHECK,3.794330749,4.397484705,6,1,875.9137848
DEV123326,good,outdated,C,Team3,CHECK,29.83828263,3.159133268,0,6,770.1011641
DEV123327,warning,outdated,B,Team2,FAIL,13.96376134,4.027693813,2,0,535.7905103
DEV123328,critical,updated,A,Team3,OK,62.70504702,3.830873231,10,9,816.0941844
DEV123329,good,pending,B,Team1,CHECK,17.45909619,4.924188523,4,8,479.7808495
DEV123330,good,pending,A,Team1,FAIL,34.29941876,4.189196704,16,7,909.8198304
DEV123331,warning,updated,C,Team3,CHECK,74.78942188,3.759381235,8,4,350.9403347
DEV123332,warning,updated,C,Team1,CHECK,12.83711248,4.440352651,5,8,282.0149466
DEV123333,good,updated,A,Team2,CHECK,24.57069252,4.65787747,3,4,989.8298994
DEV123334,critical,pending,A,Team3,OK,47.42647537,3.113957846,12,2,603.4092138
DEV123335,critical,updated,C,Team2,OK,42.19882709,3.29284869,2,8,875.7239679
DEV123336,good,pending,C,Team3,CHECK,35.42970923,3.522803164,9,0,106.4472986
DEV123337,critical,outdated,A,Team1,OK,54.50746229,4.302600814,1,7,800.607502
DEV123338,warning,updated,B,Team3,CHECK,70.4702602,4.646588535,10,8,249.4831804
DEV123339,critical,pending,A,Team1,OK,0.012599956,3.374876518,3,1,687.3700526
DEV123340,good,updated,A,Team1,FAIL,99.44326489,3.741876927,1,4,756.6963328
DEV123341,critical,updated,B,Team2,CHECK,34.99949038,4.282388907,7,0,233.023454
DEV123342,critical,updated,B,Team3,OK,53.97877437,3.361013888,0,3,501.9319153
DEV123343,good,updated,C,Team1,CHECK,4.140417106,4.316780788,0,0,666.9956495
DEV123344,critical,updated,C,Team2,CHECK,98.23641426,3.041160346,16,1,708.4674486
DEV123345,good,pending,B,Team2,OK,54.90926503,3.871429435,7,5,511.5089089
DEV123346,good,outdated,A,Team3,CHECK,98.76029029,4.238470678,4,0,397.8893301
DEV123347,warning,updated,B,Team2,OK,86.81264027,4.233860739,7,5,243.9375235
DEV123348,warning,updated,B,Team2,OK,25.8640298,3.022611638,13,0,758.4827155
DEV123349,critical,pending,B,Team1,CHECK,79.24417666,4.866450882,16,5,302.5171911
DEV123350,good,outdated,C,Team2,CHECK,47.92249121,4.463814995,11,3,745.7618666
DEV123351,good,outdated,C,Team3,OK,16.47958805,3.729687892,15,8,559.6864337
DEV123352,critical,updated,C,Team1,OK,93.15474354,4.226888755,3,8,979.1492618
